student_id,student_name,subjects,skills,interests,target_stream_id,target_broad_pathway,archetype
STU0012,Student_12,Chemistry;Physics,Problem Solving;Numerical Ability;Logical Thinking;Programming,Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0013,Student_13,Physics;Mathematics,Problem Solving;Logical Thinking;Programming,Cybersecurity & Networks;Technology;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0014,Student_14,Applied Mathematics;Physics,Numerical Ability;Programming;Logical Thinking;System Architecture,Artificial Intelligence & Data;Cybersecurity & Networks;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0015,Student_15,Mathematics;Physics;Applied Mathematics,Logical Thinking;Numerical Ability;System Architecture;Programming,Robotics & Automation;Engineering;Technology;Journalism & Mass Media,S01,Science,Engineering & Tech Aspirant
STU0016,Student_16,Chemistry;Mathematics,System Architecture;Problem Solving,Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0017,Student_17,Applied Mathematics;Computer Science,Problem Solving;Programming;System Architecture;Logical Thinking,Technology;Robotics & Automation;Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0018,Student_18,Mathematics;Applied Mathematics;Computer Science,Programming;Numerical Ability;Logical Thinking,Engineering;Robotics & Automation;Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0019,Student_19,Physics;Mathematics,Programming;Logical Thinking;System Architecture,Robotics & Automation;Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0020,Student_20,Computer Science;Applied Mathematics,Problem Solving;Programming,Technology;Engineering;Cybersecurity & Networks;Renewable Energy,S01,Science,Engineering & Tech Aspirant
STU0021,Student_21,Applied Mathematics;Computer Science;Mathematics,Problem Solving;Numerical Ability;Logical Thinking,Technology;Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0022,Student_22,Applied Mathematics;Physics,Logical Thinking;System Architecture;Programming;Numerical Ability,Robotics & Automation;Technology;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0023,Student_23,Physics;Mathematics;Chemistry,Logical Thinking;Programming,Robotics & Automation;Artificial Intelligence & Data;Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0024,Student_24,Computer Science;Physics;Chemistry,Numerical Ability;Programming,Artificial Intelligence & Data;Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0025,Student_25,Applied Mathematics;Physics;Chemistry;Computer Science,Problem Solving;Numerical Ability,Technology;Engineering,S01,Science,Engineering & Tech Aspirant
STU0026,Student_26,Chemistry;Mathematics,System Architecture;Numerical Ability;Programming,Technology;Engineering;Cybersecurity & Networks;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0027,Student_27,Chemistry;Applied Mathematics;Computer Science;Mathematics,Numerical Ability;Problem Solving;System Architecture;Programming,Robotics & Automation;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0028,Student_28,Computer Science;Chemistry,Logical Thinking;System Architecture,Artificial Intelligence & Data;Engineering;Robotics & Automation;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0029,Student_29,Computer Science;Mathematics;Applied Mathematics,Logical Thinking;Problem Solving;Numerical Ability;System Architecture,Artificial Intelligence & Data;Engineering;Cybersecurity & Networks;Technology;Design & Visual Arts,S01,Science,Engineering & Tech Aspirant
STU0030,Student_30,Physics;Mathematics;Applied Mathematics,System Architecture;Programming,Robotics & Automation;Engineering;Technology;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0031,Student_31,Physics;Chemistry,Programming;Problem Solving;System Architecture,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0032,Student_32,Physics;Computer Science,Numerical Ability;System Architecture;Logical Thinking,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0033,Student_33,Mathematics;Chemistry;Physics,System Architecture;Programming;Numerical Ability,Robotics & Automation;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0034,Student_34,Chemistry;Mathematics;Computer Science,System Architecture;Programming,Artificial Intelligence & Data;Robotics & Automation;Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0035,Student_35,Mathematics;Computer Science;Applied Mathematics;Chemistry,Numerical Ability;Programming,Technology;Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0036,Student_36,Applied Mathematics;Chemistry,Programming;Numerical Ability;Problem Solving;System Architecture,Robotics & Automation;Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0037,Student_37,Physics;Chemistry;Applied Mathematics,System Architecture;Logical Thinking;Problem Solving;Numerical Ability,Engineering;Cybersecurity & Networks;Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0038,Student_38,Applied Mathematics;Computer Science;Chemistry,Problem Solving;Logical Thinking;System Architecture;Numerical Ability,Technology;Engineering,S01,Science,Engineering & Tech Aspirant
STU0039,Student_39,Mathematics;Applied Mathematics,Problem Solving;Programming,Robotics & Automation;Technology,S01,Science,Engineering & Tech Aspirant
STU0040,Student_40,Computer Science;Applied Mathematics;Physics;Mathematics,Problem Solving;Logical Thinking;Programming;System Architecture,Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0041,Student_41,Mathematics;Physics;Applied Mathematics;Computer Science,Problem Solving;Programming;Numerical Ability;System Architecture,Cybersecurity & Networks;Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0042,Student_42,Computer Science;Chemistry,Problem Solving;Numerical Ability;Programming;System Architecture,Engineering;Artificial Intelligence & Data;Robotics & Automation;Public Policy & Governance,S01,Science,Engineering & Tech Aspirant
STU0043,Student_43,Applied Mathematics;Mathematics;Computer Science,Problem Solving;System Architecture;Programming,Engineering;Robotics & Automation;Technology,S01,Science,Engineering & Tech Aspirant
STU0044,Student_44,Computer Science;Mathematics;Applied Mathematics,Programming;System Architecture;Numerical Ability;Logical Thinking,Robotics & Automation;Cybersecurity & Networks;Engineering;Fashion & Apparel,S01,Science,Engineering & Tech Aspirant
STU0045,Student_45,Applied Mathematics;Physics;Computer Science,Problem Solving;Numerical Ability;System Architecture,Cybersecurity & Networks;Technology;Engineering;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0046,Student_46,Computer Science;Physics;Chemistry,System Architecture;Logical Thinking;Problem Solving;Programming,Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0047,Student_47,Chemistry;Computer Science;Physics,Problem Solving;Programming,Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0048,Student_48,Chemistry;Mathematics;Physics,Logical Thinking;System Architecture;Problem Solving,Engineering;Technology;Artificial Intelligence & Data;Biotechnology & Genetics,S01,Science,Engineering & Tech Aspirant
STU0049,Student_49,Physics;Applied Mathematics,Problem Solving;Programming,Technology;Engineering;Cybersecurity & Networks;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0050,Student_50,Mathematics;Physics,Numerical Ability;Logical Thinking;System Architecture;Programming,Artificial Intelligence & Data;Cybersecurity & Networks;Engineering;Technology;Media & Communication,S01,Science,Engineering & Tech Aspirant
STU0051,Student_51,Psychology;Biology,Empathy;Observation;Diagnostic Acumen;Research,Pharmacy & Pharmacology;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0052,Student_52,Biology;Biotechnology,Research;Analytical Thinking;Empathy,Biotechnology & Genetics;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0053,Student_53,Psychology;Biotechnology;Chemistry;Physics,Empathy;Research;Diagnostic Acumen,Biotechnology & Genetics;Medicine & Healthcare;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0054,Student_54,Biotechnology;Physics;Biology,Analytical Thinking;Research;Observation;Diagnostic Acumen,Biotechnology & Genetics;Pharmacy & Pharmacology;Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0055,Student_55,Psychology;Biology;Physics;Biotechnology,Observation;Diagnostic Acumen;Research;Analytical Thinking,Science & Research;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0056,Student_56,Biology;Psychology;Chemistry;Biotechnology,Analytical Thinking;Diagnostic Acumen;Empathy,Public Health;Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0057,Student_57,Psychology;Physics;Chemistry,Analytical Thinking;Research;Diagnostic Acumen,Pharmacy & Pharmacology;Biotechnology & Genetics;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0058,Student_58,Chemistry;Psychology;Biology;Biotechnology,Research;Empathy;Observation;Analytical Thinking,Pharmacy & Pharmacology;Biotechnology & Genetics;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0059,Student_59,Physics;Biology;Biotechnology;Chemistry,Diagnostic Acumen;Analytical Thinking;Observation;Research,Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0060,Student_60,Biology;Physics;Chemistry,Observation;Empathy;Diagnostic Acumen,Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0061,Student_61,Chemistry;Physics;Biology;Biotechnology,Observation;Analytical Thinking,Public Health;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0062,Student_62,Physics;Biotechnology;Chemistry,Empathy;Observation;Research,Medicine & Healthcare;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0063,Student_63,Chemistry;Psychology;Physics;Biology,Diagnostic Acumen;Observation,Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0064,Student_64,Chemistry;Physics;Biotechnology,Research;Analytical Thinking;Observation,Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0065,Student_65,Chemistry;Biotechnology;Biology;Physics,Diagnostic Acumen;Research;Observation;Analytical Thinking,Medicine & Healthcare;Biotechnology & Genetics;Science & Research;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0066,Student_66,Biotechnology;Physics;Psychology,Empathy;Analytical Thinking;Diagnostic Acumen;Observation,Public Health;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0067,Student_67,Biology;Chemistry;Physics;Psychology,Research;Observation;Analytical Thinking,Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0068,Student_68,Biotechnology;Biology,Analytical Thinking;Research;Diagnostic Acumen;Empathy,Pharmacy & Pharmacology;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0069,Student_69,Biotechnology;Biology;Chemistry;Psychology,Research;Empathy;Diagnostic Acumen,Medicine & Healthcare;Science & Research;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0070,Student_70,Biotechnology;Psychology,Observation;Diagnostic Acumen;Research;Analytical Thinking,Public Health;Science & Research;Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0071,Student_71,Chemistry;Physics,Analytical Thinking;Empathy;Observation,Medicine & Healthcare;Biotechnology & Genetics;Pharmacy & Pharmacology;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0072,Student_72,Biology;Chemistry,Observation;Analytical Thinking;Empathy;Research,Science & Research;Pharmacy & Pharmacology;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0073,Student_73,Chemistry;Biotechnology;Physics,Diagnostic Acumen;Analytical Thinking;Observation,Public Health;Biotechnology & Genetics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0074,Student_74,Physics;Biology;Chemistry,Research;Analytical Thinking;Observation,Science & Research;Public Health;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0075,Student_75,Physics;Chemistry;Psychology;Biology,Empathy;Analytical Thinking;Observation,Science & Research;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0076,Student_76,Chemistry;Biotechnology;Biology;Physics,Empathy;Research;Observation,Science & Research;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0077,Student_77,Biotechnology;Chemistry,Observation;Analytical Thinking;Diagnostic Acumen;Research,Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0078,Student_78,Biotechnology;Physics;Psychology,Analytical Thinking;Observation;Research;Empathy,Biotechnology & Genetics;Pharmacy & Pharmacology;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0079,Student_79,Biology;Biotechnology,Diagnostic Acumen;Research;Observation;Analytical Thinking,Pharmacy & Pharmacology;Medicine & Healthcare;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0080,Student_80,Biotechnology;Chemistry,Diagnostic Acumen;Empathy,Medicine & Healthcare;Science & Research;Pharmacy & Pharmacology;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0081,Student_81,Biotechnology;Physics;Chemistry;Psychology,Observation;Analytical Thinking,Pharmacy & Pharmacology;Biotechnology & Genetics;Photography & Videography,S02,Science,Medical & Life Sciences Aspirant
STU0082,Student_82,Physics;Biotechnology;Chemistry,Diagnostic Acumen;Analytical Thinking;Empathy;Observation,Biotechnology & Genetics;Science & Research;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0083,Student_83,Biology;Biotechnology;Chemistry,Observation;Empathy;Research;Diagnostic Acumen,Pharmacy & Pharmacology;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0084,Student_84,Psychology;Physics,Diagnostic Acumen;Observation;Research;Analytical Thinking,Pharmacy & Pharmacology;Science & Research;Animation & Motion Graphics,S02,Science,Medical & Life Sciences Aspirant
STU0085,Student_85,Biotechnology;Chemistry,Diagnostic Acumen;Empathy;Research,Pharmacy & Pharmacology;Public Health;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0086,Student_86,Physics;Biology;Chemistry,Observation;Diagnostic Acumen;Empathy,Science & Research;Pharmacy & Pharmacology;Medicine & Healthcare;Biotechnology & Genetics;Law,S02,Science,Medical & Life Sciences Aspirant
STU0087,Student_87,Physics;Biotechnology;Psychology,Research;Observation;Empathy,Biotechnology & Genetics;Science & Research;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0088,Student_88,Biotechnology;Physics,Analytical Thinking;Observation;Empathy;Research,Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0089,Student_89,Psychology;Chemistry,Analytical Thinking;Empathy,Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0090,Student_90,Biology;Biotechnology;Physics;Chemistry,Research;Observation,Pharmacy & Pharmacology;Biotechnology & Genetics;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0091,Student_91,Physics;Psychology,Observation;Analytical Thinking;Diagnostic Acumen,Biotechnology & Genetics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0092,Student_92,Chemistry;Biology;Biotechnology,Research;Diagnostic Acumen,Biotechnology & Genetics;Public Health;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0093,Student_93,Psychology;Biology,Research;Diagnostic Acumen;Observation,Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0094,Student_94,Chemistry;Biology,Research;Diagnostic Acumen;Empathy;Analytical Thinking,Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0095,Student_95,Psychology;Biology,Observation;Analytical Thinking;Diagnostic Acumen;Research,Public Health;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0096,Student_96,Psychology;Physics;Chemistry;Biology,Observation;Analytical Thinking,Science & Research;Public Health;Pharmacy & Pharmacology;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0097,Student_97,Physics;Chemistry;Biology,Diagnostic Acumen;Research,Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0098,Student_98,Biotechnology;Psychology;Biology;Physics,Empathy;Diagnostic Acumen;Analytical Thinking;Research,Biotechnology & Genetics;Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0099,Student_99,Biology;Physics;Chemistry,Research;Empathy;Diagnostic Acumen,Biotechnology & Genetics;Science & Research;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0100,Student_100,Physics;Chemistry,Empathy;Observation;Research,Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0101,Student_101,Biology;Mathematics;Physics,Data Interpretation;Research;Problem Solving,Science & Research;Biotechnology & Genetics;Renewable Energy;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0102,Student_102,Chemistry;Mathematics,Research;Problem Solving;Statistical Reasoning,Renewable Energy;Science & Research;Artificial Intelligence & Data;Biotechnology & Genetics;Government & Public Service,S03,Science,Interdisciplinary STEM Aspirant
STU0103,Student_103,Physics;Computer Science;Chemistry,Statistical Reasoning;Logical Thinking;Data Interpretation,Science & Research;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0104,Student_104,Biology;Chemistry,Problem Solving;Research;Data Interpretation,Artificial Intelligence & Data;Science & Research;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0105,Student_105,Mathematics;Chemistry;Physics;Biology,Statistical Reasoning;Data Interpretation,Technology;Artificial Intelligence & Data;Science & Research;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0106,Student_106,Computer Science;Biology,Data Interpretation;Research;Logical Thinking,Biotechnology & Genetics;Technology;Artificial Intelligence & Data;Science & Research;Public Policy & Governance,S03,Science,Interdisciplinary STEM Aspirant
STU0107,Student_107,Chemistry;Mathematics,Logical Thinking;Statistical Reasoning;Research,Technology;Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0108,Student_108,Computer Science;Chemistry;Mathematics;Physics,Logical Thinking;Statistical Reasoning,Science & Research;Technology;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0109,Student_109,Biology;Chemistry;Mathematics;Physics,Logical Thinking;Research;Data Interpretation,Renewable Energy;Technology;Artificial Intelligence & Data;Biotechnology & Genetics;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0110,Student_110,Computer Science;Mathematics;Physics,Research;Data Interpretation;Logical Thinking;Problem Solving,Biotechnology & Genetics;Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0111,Student_111,Chemistry;Computer Science;Biology;Mathematics,Problem Solving;Logical Thinking;Statistical Reasoning;Data Interpretation,Biotechnology & Genetics;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0112,Student_112,Biology;Computer Science;Chemistry;Physics,Data Interpretation;Research,Artificial Intelligence & Data;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0113,Student_113,Chemistry;Computer Science;Biology,Logical Thinking;Research;Statistical Reasoning,Science & Research;Artificial Intelligence & Data;Biotechnology & Genetics;Technology;Fashion & Apparel,S03,Science,Interdisciplinary STEM Aspirant
STU0114,Student_114,Computer Science;Biology,Statistical Reasoning;Logical Thinking;Problem Solving;Data Interpretation,Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0115,Student_115,Chemistry;Mathematics,Data Interpretation;Problem Solving;Logical Thinking,Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0116,Student_116,Physics;Chemistry;Computer Science;Biology,Statistical Reasoning;Data Interpretation;Problem Solving;Logical Thinking,Artificial Intelligence & Data;Science & Research;Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0117,Student_117,Computer Science;Physics;Biology,Logical Thinking;Problem Solving;Statistical Reasoning,Artificial Intelligence & Data;Technology;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0118,Student_118,Biology;Chemistry,Problem Solving;Logical Thinking;Research,Technology;Artificial Intelligence & Data;Science & Research;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0119,Student_119,Physics;Computer Science,Problem Solving;Data Interpretation;Logical Thinking,Artificial Intelligence & Data;Science & Research;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0120,Student_120,Chemistry;Physics;Computer Science;Biology,Problem Solving;Data Interpretation;Logical Thinking;Research,Technology;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0121,Student_121,Biology;Chemistry;Computer Science;Physics,Problem Solving;Data Interpretation;Statistical Reasoning;Research,Biotechnology & Genetics;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0122,Student_122,Chemistry;Biology;Computer Science;Physics,Problem Solving;Data Interpretation;Research,Biotechnology & Genetics;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0123,Student_123,Computer Science;Mathematics;Physics,Logical Thinking;Problem Solving;Statistical Reasoning;Research,Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0124,Student_124,Chemistry;Mathematics,Statistical Reasoning;Logical Thinking,Technology;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0125,Student_125,Mathematics;Chemistry,Logical Thinking;Research;Data Interpretation,Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0126,Student_126,Biology;Computer Science;Chemistry,Logical Thinking;Data Interpretation;Statistical Reasoning;Problem Solving,Biotechnology & Genetics;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0127,Student_127,Biology;Mathematics;Physics;Computer Science,Research;Logical Thinking;Statistical Reasoning;Data Interpretation,Technology;Renewable Energy;Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0128,Student_128,Mathematics;Physics;Chemistry,Problem Solving;Research;Data Interpretation;Logical Thinking,Renewable Energy;Artificial Intelligence & Data;Science & Research;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0129,Student_129,Chemistry;Mathematics;Computer Science;Biology,Statistical Reasoning;Data Interpretation,Science & Research;Technology;Biotechnology & Genetics;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0130,Student_130,Physics;Mathematics;Chemistry,Research;Problem Solving,Science & Research;Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0131,Student_131,Biology;Computer Science;Chemistry;Mathematics,Problem Solving;Logical Thinking,Technology;Science & Research;Biotechnology & Genetics;Renewable Energy;Business & Entrepreneurship,S03,Science,Interdisciplinary STEM Aspirant
STU0132,Student_132,Biology;Computer Science;Physics,Logical Thinking;Problem Solving;Statistical Reasoning,Artificial Intelligence & Data;Science & Research;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0133,Student_133,Biology;Computer Science;Physics,Problem Solving;Statistical Reasoning;Research,Technology;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0134,Student_134,Mathematics;Biology,Data Interpretation;Problem Solving;Research;Statistical Reasoning,Artificial Intelligence & Data;Science & Research;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0135,Student_135,Computer Science;Biology;Mathematics,Statistical Reasoning;Research;Problem Solving,Science & Research;Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0136,Student_136,Mathematics;Biology;Physics,Data Interpretation;Problem Solving;Logical Thinking;Research,Renewable Energy;Technology;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0137,Student_137,Biology;Mathematics;Chemistry;Computer Science,Statistical Reasoning;Research;Problem Solving,Technology;Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0138,Student_138,Chemistry;Physics;Mathematics,Logical Thinking;Problem Solving;Statistical Reasoning,Renewable Energy;Technology;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0139,Student_139,Physics;Chemistry;Biology,Statistical Reasoning;Problem Solving;Logical Thinking;Research,Science & Research;Technology;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0140,Student_140,Chemistry;Computer Science;Biology,Logical Thinking;Research,Artificial Intelligence & Data;Biotechnology & Genetics;Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0141,Student_141,Physics;Computer Science;Mathematics;Biology,Logical Thinking;Research,Renewable Energy;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0142,Student_142,Mathematics;Computer Science;Physics;Chemistry,Statistical Reasoning;Data Interpretation,Technology;Science & Research;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0143,Student_143,Computer Science;Chemistry;Mathematics,Data Interpretation;Problem Solving;Logical Thinking,Technology;Science & Research;Renewable Energy;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
