student_id,student_name,subjects,skills,interests,target_stream_id,target_broad_pathway,archetype
STU0041,Student_41,Applied Mathematics;Computer Science,Problem Solving;Logical Thinking;System Architecture;Programming,Robotics & Automation;Cybersecurity & Networks;Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0042,Student_42,Applied Mathematics;History;Chemistry,Logical Thinking;System Architecture;Problem Solving;Programming,Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0043,Student_43,Geology;Computer Science,Robotics Programming;Programming;System Architecture,Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0044,Student_44,Applied Mathematics;Physics,System Architecture;Programming,Engineering;Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0045,Student_45,Physics;Computer Science,Problem Solving;Programming,Cybersecurity & Networks;Artificial Intelligence & Data;Engineering;Technology;Biotechnology & Genetics,S01,Science,Engineering & Tech Aspirant
STU0046,Student_46,Applied Mathematics;Mathematics;Chemistry,Problem Solving;Programming,Engineering;Technology;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0047,Student_47,Biochemistry;Computer Science;Physics,Problem Solving;System Architecture;Logical Thinking,Cybersecurity & Networks;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0048,Student_48,Computer Science;Chemistry,System Architecture;Numerical Ability,Supply Chain & Logistics;Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0049,Student_49,Chemistry;Physics;Computer Science;Applied Mathematics,System Architecture;Logical Thinking,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0050,Student_50,Physics;Computer Science;Chemistry,Programming;Logical Thinking;System Architecture;Problem Solving,Engineering;Robotics & Automation;Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0051,Student_51,Biotechnology;Chemistry;Biology;Physics,Diagnostic Acumen;Empathy;Research;Observation,Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0052,Student_52,Chemistry;Biology;Psychology,Diagnostic Acumen;Observation;Analytical Thinking,Medicine & Healthcare;Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0053,Student_53,Biotechnology;Physics;Psychology,Observation;Empathy;Analytical Thinking;Research,Public Health;Pharmacy & Pharmacology;Philosophy & Ethics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0054,Student_54,Physics;Biology;Biotechnology,Diagnostic Acumen;Analytical Thinking;Observation,Music & Audio Arts;Medicine & Healthcare;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0055,Student_55,Biology;Physics,Empathy;Analytical Thinking;Observation;Diagnostic Acumen,Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0056,Student_56,Psychology;Physics;International Relations;Biology,Diagnostic Acumen;Observation;Analytical Thinking;Empathy,Medicine & Healthcare;Public Health;Game Design & Interactive Media,S02,Science,Medical & Life Sciences Aspirant
STU0057,Student_57,Biology;Spanish;Chemistry,Empathy;Diagnostic Acumen;Research,Pharmacy & Pharmacology;Architecture & Built Environment;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0058,Student_58,Biology;Physics;Biotechnology;Psychology,Diagnostic Acumen;Observation;Analytical Thinking,Film & Cinematography;Medicine & Healthcare;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0059,Student_59,Psychology;Biology,Diagnostic Acumen;Empathy,Pharmacy & Pharmacology;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0060,Student_60,Psychology;Chemistry,Empathy;Analytical Thinking,Public Health;Science & Research;Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0061,Student_61,Biology;Chemistry;Psychology;Marine Biology,Empathy;Analytical Thinking,Biotechnology & Genetics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0062,Student_62,Psychology;Biology;Biotechnology,Observation;Analytical Thinking;Spatial Aesthetics;Empathy,Science & Research;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0063,Student_63,History;Chemistry;Physics,Diagnostic Acumen;Research;Empathy;Analytical Thinking,Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0064,Student_64,Economics;Biology,Observation;Research,Public Health;Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0065,Student_65,Psychology;Biology;Biotechnology,Research;Communication,Medicine & Healthcare;Science & Research;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0066,Student_66,Biology;Statistics;Psychology,Observation;Empathy;Diagnostic Acumen,Biotechnology & Genetics;Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0067,Student_67,Physics;Psychology;Commercial Arts,Diagnostic Acumen;Empathy,Biotechnology & Genetics;Public Health;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0068,Student_68,Biotechnology;Psychology,Observation;Analytical Thinking;Empathy,Biotechnology & Genetics;Medicine & Healthcare;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0069,Student_69,Psychology;Medical Diagnostics,Observation;Diagnostic Acumen;Analytical Thinking,Investments & Banking;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0070,Student_70,Chemistry;Accountancy,Observation;Diagnostic Acumen;Analytical Thinking,Science & Research;Biotechnology & Genetics;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0071,Student_71,Chemistry;Physics;Biology;Biotechnology,Empathy;Observation,Science & Research;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0072,Student_72,Biotechnology;Biology;Psychology,Empathy;Cybersecurity Auditing,Science & Research;Medicine & Healthcare;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0073,Student_73,Biotechnology;Biology;Psychology,Analytical Thinking;Diagnostic Acumen;Empathy;Observation,Science & Research;Public Health;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0074,Student_74,Physics;Biotechnology,Empathy;Analytical Thinking;Observation,Biotechnology & Genetics;Public Health;Archaeology & Anthropology;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0075,Student_75,Physics;Biology,Observation;Analytical Thinking;Rhetoric,Medicine & Healthcare;Science & Research;Public Health;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0076,Student_76,Psychology;Physics;Animation & VFX;Biology,Research;Analytical Thinking;Diagnostic Acumen;Empathy,Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0077,Student_77,Chemistry;Physics;Psychology;Biology,Empathy;Observation,Medicine & Healthcare;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0078,Student_78,Biotechnology;Biology;Chemistry;Physics,Research;Diagnostic Acumen,Pharmacy & Pharmacology;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0079,Student_79,Physics;Psychology,Empathy;Observation;Diagnostic Acumen;Research,Biotechnology & Genetics;Medicine & Healthcare,S08,Other,Medical & Life Sciences Aspirant
STU0080,Student_80,Biology;Chemistry,Research;Analytical Thinking;Diagnostic Acumen;Observation,Pharmacy & Pharmacology;Science & Research;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0081,Student_81,Psychology;Chemistry,Observation;Diagnostic Acumen;Research,Public Health;Medicine & Healthcare;Biotechnology & Genetics;Science & Research;Government & Public Service,S02,Science,Medical & Life Sciences Aspirant
STU0082,Student_82,Physics;Psychology,Observation;Research;Analytical Thinking,Medicine & Healthcare;E-Commerce & Digital Business;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0083,Student_83,Physical Education;Physics,Diagnostic Acumen;Observation;Research,Pharmacy & Pharmacology;Public Health;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0084,Student_84,Chemistry;Physics;Biotechnology,Research;Analytical Thinking;Diagnostic Acumen,Medicine & Healthcare;Human Resources & People Operations;Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0085,Student_85,Psychology;Biology;Physics;Chemistry,UI/UX Prototyping;Analytical Thinking;Observation,Medicine & Healthcare;Pharmacy & Pharmacology;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0086,Student_86,Psychology;Chemistry,Empathy;Research,Biotechnology & Genetics;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0087,Student_87,Biology;Biotechnology;Digital Photography,Research;Analytical Thinking;Empathy;Diagnostic Acumen,Biotechnology & Genetics;Pharmacy & Pharmacology,S07,Humanities,Medical & Life Sciences Aspirant
STU0088,Student_88,Chemistry;Biotechnology;Biology,Research;Analytical Thinking;Empathy;Observation,Public Health;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0089,Student_89,Psychology;Biology;Physics,Observation;Analytical Thinking;Research,Biotechnology & Genetics;Pharmacy & Pharmacology;Public Health,S10,Other,Medical & Life Sciences Aspirant
STU0090,Student_90,Psychology;Biology;Biotechnology;Physics,Analytical Thinking;Research,Public Health;Biotechnology & Genetics;Science & Research;Pharmacy & Pharmacology,S06,Humanities,Medical & Life Sciences Aspirant
STU0091,Student_91,Renewable Energy Technology;Psychology;Biology;Biotechnology,Empathy;Technology Aptitude;Analytical Thinking,Photography & Videography;Science & Research;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0092,Student_92,Chemistry;Psychology,Analytical Thinking;Research;Observation;Empathy,Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0093,Student_93,Chemistry;Biotechnology;Psychology;Biology,Research;Empathy;Observation,Biotechnology & Genetics;Pharmacy & Pharmacology;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0094,Student_94,Physics;Biology;Psychology,Observation;Research;Diagnostic Acumen,Science & Research;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0095,Student_95,Biotechnology;Biology;Physics,Research;Diagnostic Acumen;Analytical Thinking;Empathy,Medicine & Healthcare;Pharmacy & Pharmacology;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0096,Student_96,Physics;Biotechnology,Research;Empathy;Diagnostic Acumen;Observation,Pharmacy & Pharmacology;Science & Research;Design & Visual Arts,S06,Humanities,Medical & Life Sciences Aspirant
STU0097,Student_97,Biology;Physics;Chemistry,Analytical Thinking;Empathy;Observation;Research,Public Health;Science & Research;Economics,S02,Science,Medical & Life Sciences Aspirant
STU0098,Student_98,Linguistics;Biology;Physics,Empathy;Analytical Thinking;Research,Science & Research;Pharmacy & Pharmacology;Public Health;Architecture & Built Environment,S02,Science,Medical & Life Sciences Aspirant
STU0099,Student_99,Biology;Psychology,Research;Diagnostic Acumen,Public Health;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0100,Student_100,Psychology;Anthropology,Analytical Thinking;Empathy;Observation,Public Health;Biotechnology & Genetics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0101,Student_101,Biology;Chemistry,Statistical Reasoning;Logical Thinking;Problem Solving,Renewable Energy;Artificial Intelligence & Data;Science & Research;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0102,Student_102,Chemistry;Computer Science;Physics;Mathematics,Data Interpretation;Logical Thinking;Statistical Reasoning,Biotechnology & Genetics;Technology;Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0103,Student_103,Chemistry;Physics;Biology;Mathematics,Problem Solving;Statistical Reasoning;Research;Data Interpretation,Technology;Biotechnology & Genetics;Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0104,Student_104,Physics;Biology,Logical Thinking;Problem Solving;Data Interpretation,Artificial Intelligence & Data;Science & Research,S06,Humanities,Interdisciplinary STEM Aspirant
STU0105,Student_105,Mathematics;Computer Science;Chemistry,Logical Thinking;Data Interpretation;Cybersecurity Auditing,Technology;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0106,Student_106,Mathematics;Physics;Computer Science;Biology,Conflict Resolution;Research;Statistical Reasoning,Renewable Energy;Biotechnology & Genetics;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0107,Student_107,Sculpture;Mathematics,Logical Thinking;Problem Solving;Data Interpretation;Statistical Reasoning,Renewable Energy;Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0108,Student_108,Computer Science;Chemistry;Physics;Mathematics,Data Interpretation;Research;Logical Thinking,Renewable Energy;Science & Research;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0109,Student_109,Physics;Biology,Critical Evaluation;Research,Biotechnology & Genetics;Technology;Philosophy & Ethics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0110,Student_110,Computer Science;Biology;Physics;Chemistry,Problem Solving;Data Interpretation,Science & Research;Renewable Energy;Technology;Artificial Intelligence & Data,S04,Commerce,Interdisciplinary STEM Aspirant
STU0111,Student_111,Chemistry;Computer Science;Mathematics;Biology,Statistical Reasoning;Logical Thinking;Research;Problem Solving,Renewable Energy;Artificial Intelligence & Data;Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0112,Student_112,Computer Science;Biology,Logical Thinking;Facilitation,Artificial Intelligence & Data;Science & Research;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0113,Student_113,Mathematics;Biology;Computer Science;Physics,Problem Solving;Data Interpretation;Critical Evaluation,Technology;Science & Research;Design & Visual Arts,S03,Science,Interdisciplinary STEM Aspirant
STU0114,Student_114,Physics;Chemistry,Logical Thinking;Problem Solving;Research;Data Interpretation,Artificial Intelligence & Data;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0115,Student_115,Physics;Biology;Chemistry;Mathematics,Problem Solving;Data Interpretation;Statistical Reasoning;Research,Renewable Energy;Biotechnology & Genetics;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0116,Student_116,Chemistry;Biology;Physics,Problem Solving;Editing & Proofreading;Research,Human Rights & Advocacy;Technology;Biotechnology & Genetics;Public Health,S03,Science,Interdisciplinary STEM Aspirant
STU0117,Student_117,Mathematics;Physics;Computer Science;Chemistry,Problem Solving;Data Interpretation;Statistical Reasoning;Logical Thinking,Artificial Intelligence & Data;Dentistry,S03,Science,Interdisciplinary STEM Aspirant
STU0118,Student_118,Mathematics;Biology;Chemistry;Computer Science,Problem Solving;Logical Thinking,Science & Research;Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0119,Student_119,Computer Science;Mathematics,Stakeholder Alignment;Data Interpretation,Government & Public Service;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0120,Student_120,Computer Science;Mathematics;Chemistry,Statistical Reasoning;Data Interpretation;Research;Logical Thinking,Science & Research;Renewable Energy,S12,Humanities,Interdisciplinary STEM Aspirant
STU0121,Student_121,Mathematics;Chemistry;Biology,Statistical Reasoning;Logical Thinking;Data Interpretation,Technology;Biotechnology & Genetics;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0122,Student_122,Computer Science;Physics,Writing;Research,Renewable Energy;Science & Research;Technology;Biotechnology & Genetics;Public Health,S03,Science,Interdisciplinary STEM Aspirant
STU0123,Student_123,Chemistry;Mathematics,Logical Thinking;Statistical Reasoning;Problem Solving;Research,Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0124,Student_124,Computer Science;Chemistry;Physics;Biology,Problem Solving;Logical Thinking,Science & Research;Biotechnology & Genetics;Technology;Renewable Energy,S06,Humanities,Interdisciplinary STEM Aspirant
STU0125,Student_125,Chemistry;Physics;Commercial Arts,Research;Data Interpretation;Problem Solving,Science & Research;Technology,S04,Commerce,Interdisciplinary STEM Aspirant
STU0126,Student_126,Chemistry;Computer Science,Statistical Reasoning;Problem Solving;Research,Science & Research;Technology;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0127,Student_127,Biology;Chemistry;Physics,Logical Thinking;Statistical Reasoning,Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0128,Student_128,Computer Science;Biology;Physics,Research;Cross-Cultural Sensitivity;Data Interpretation;Problem Solving,Science & Research;Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0129,Student_129,Chemistry;Biology;Mathematics;Computer Science,Logical Thinking;Statistical Reasoning;Machine Learning Pipeline;Research,Technology;Renewable Energy;Event Planning & Management,S03,Science,Interdisciplinary STEM Aspirant
STU0130,Student_130,Biology;Mathematics;Chemistry,Data Interpretation;Statistical Reasoning;Problem Solving,Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0131,Student_131,Sound Engineering;Chemistry;Computer Science,Statistical Reasoning;Data Interpretation,Technology;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0132,Student_132,Physics;Biology;Computer Science;Mathematics,Logical Thinking;Research;Data Interpretation;Problem Solving,Technology;Science & Research;Biotechnology & Genetics;Nutrition & Dietetics,S03,Science,Interdisciplinary STEM Aspirant
STU0133,Student_133,Physics;Computer Science;Mathematics,Problem Solving;Hypothesis Testing,Renewable Energy;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0134,Student_134,Computer Science;Mathematics,Data Interpretation;Logical Thinking;Research,Renewable Energy;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0135,Student_135,Chemistry;Mathematics;Physics,Logical Thinking;Statistical Reasoning;Research;Data Interpretation,Science & Research;Technology;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0136,Student_136,Mathematics;Physics,Statistical Reasoning;Research;Risk Assessment,Renewable Energy;Technology;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0137,Student_137,Physics;Biology,Logical Thinking;Data Interpretation;Problem Solving;Research,Science & Research;Culinary Arts & Gastronomy;Artificial Intelligence & Data,S04,Commerce,Interdisciplinary STEM Aspirant
STU0138,Student_138,Mathematics;Physics;Biology;Marine Biology,Problem Solving;Research;Data Interpretation;Statistical Reasoning,Science & Research;Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0139,Student_139,Chemistry;Physics;Biology,Problem Solving;Statistical Reasoning;Logical Thinking;Research,Science & Research;Technology;Biotechnology & Genetics;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0140,Student_140,Computer Science;Chemistry,Research;Problem Solving,Science & Research;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0141,Student_141,Physics;Computer Science,Logical Thinking;Data Interpretation,Biotechnology & Genetics;Renewable Energy;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0142,Student_142,Physics;Mathematics,Logical Thinking;Research,Biotechnology & Genetics;Technology;Medicine & Healthcare,S03,Science,Interdisciplinary STEM Aspirant
STU0143,Student_143,Physics;Chemistry;Biology,Data Interpretation;Statistical Reasoning;Research;Logical Thinking,Biotechnology & Genetics;Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0144,Student_144,Physics;Mathematics;Chemistry;Biology,Research;Data Interpretation;Logical Thinking;Statistical Reasoning,Artificial Intelligence & Data;Renewable Energy;Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
