student_id,student_name,subjects,skills,interests,target_stream_id,target_broad_pathway,archetype
STU0031,Student_31,Chemistry;Mathematics;Applied Mathematics;Computer Science,Programming;Numerical Ability;System Architecture,Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0032,Student_32,Chemistry;Applied Mathematics;Mathematics,System Architecture;Numerical Ability;Problem Solving;Logical Thinking,Cybersecurity & Networks;Artificial Intelligence & Data;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0033,Student_33,Applied Mathematics;Computer Science;Chemistry,Programming;Logical Thinking;System Architecture;Numerical Ability,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0034,Student_34,Computer Science;Meteorology;Chemistry;Mathematics,Hardware Diagnostics;Programming,Robotics & Automation;Technology;Engineering;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0035,Student_35,Chemistry;Computer Science;Applied Mathematics,Logical Thinking;System Architecture,Robotics & Automation;Cybersecurity & Networks;Technology;Engineering,S01,Science,Engineering & Tech Aspirant
STU0036,Student_36,Chemistry;Physics,Logical Thinking;Numerical Ability;Problem Solving;System Architecture,Robotics & Automation;Engineering;Artificial Intelligence & Data;Music & Audio Arts,S01,Science,Engineering & Tech Aspirant
STU0037,Student_37,Applied Mathematics;Mathematics;Cybersecurity Basics,System Architecture;Numerical Ability,Cybersecurity & Networks;Engineering;Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0038,Student_38,Applied Mathematics;Physics;Chemistry;Computer Science,System Architecture;Programming;Problem Solving,Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0039,Student_39,Mathematics;Computer Science,Numerical Ability;Programming;Problem Solving;Logical Thinking,Artificial Intelligence & Data;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0040,Student_40,Computer Science;Applied Mathematics,Programming;System Architecture,Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0041,Student_41,Computer Science;Chemistry,Numerical Ability;System Architecture;Logical Thinking,Artificial Intelligence & Data;Cybersecurity & Networks;Performing Arts & Theatre;Technology,S01,Science,Engineering & Tech Aspirant
STU0042,Student_42,Mathematics;Applied Mathematics,System Architecture;Logical Thinking;Numerical Ability;Programming,Real Estate & Property;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0043,Student_43,Renewable Energy Technology;Computer Science;Mathematics;Chemistry,System Architecture;Logical Thinking;Numerical Ability,Technology;Robotics & Automation;Cybersecurity & Networks;Engineering,S01,Science,Engineering & Tech Aspirant
STU0044,Student_44,Applied Mathematics;Mathematics;Computer Science;Chemistry,Numerical Ability;Problem Solving;System Architecture;Logical Thinking,Cybersecurity & Networks;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0045,Student_45,Computer Science;Chemistry,Numerical Ability;Problem Solving;Logical Thinking,Engineering;Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0046,Student_46,Chemistry;Computer Science;Applied Mathematics,Logical Thinking;System Architecture;Problem Solving;Numerical Ability,Cybersecurity & Networks;Technology;Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0047,Student_47,Applied Mathematics;Chemistry;Mathematics;Physics,Numerical Ability;System Architecture,Technology;Engineering;Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0048,Student_48,Applied Mathematics;Computer Science;Chemistry,Problem Solving;Numerical Ability;System Architecture,Artificial Intelligence & Data;Robotics & Automation;Engineering;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0049,Student_49,Mathematics;Physics,System Architecture;Logical Thinking,Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0050,Student_50,Computer Science;Physics;Applied Mathematics,System Architecture;Numerical Ability;Programming,Technology;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0051,Student_51,Biology;Early Childhood Care,Research;Observation;Diagnostic Acumen;Analytical Thinking,Biotechnology & Genetics;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0052,Student_52,Biotechnology;Psychology;Chemistry,Analytical Thinking;Diagnostic Acumen;Research;Observation,Public Health;Pharmacy & Pharmacology;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0053,Student_53,Biotechnology;Biology;Chemistry;Psychology,Observation;Diagnostic Acumen;Analytical Thinking,Medicine & Healthcare;Pharmacy & Pharmacology;Biotechnology & Genetics;Sociology & Community Work,S02,Science,Medical & Life Sciences Aspirant
STU0054,Student_54,Biotechnology;Physics;Psychology;Chemistry,Research;Empathy,Biotechnology & Genetics;Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0055,Student_55,Biology;Psychology,Numerical Ability;Research;Empathy;Diagnostic Acumen,Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0056,Student_56,Psychology;Biotechnology,Empathy;Research,Real Estate & Property;Biotechnology & Genetics;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0057,Student_57,Chemistry;Biotechnology,Observation;Research,Public Health;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0058,Student_58,Psychology;Biology;Physics;Chemistry,Diagnostic Acumen;Analytical Thinking,Science & Research;Medicine & Healthcare;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0059,Student_59,Physics;Biology,Empathy;Research;Diagnostic Acumen,Public Health;Science & Research;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0060,Student_60,Chemistry;Biotechnology,Analytical Thinking;Empathy,Biotechnology & Genetics;Pharmacy & Pharmacology;Public Health,S05,Commerce,Medical & Life Sciences Aspirant
STU0061,Student_61,Biotechnology;Biology;Chemistry,Diagnostic Acumen;Research,Public Health;Science & Research;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0062,Student_62,Biotechnology;Chemistry;Biology;Psychology,Analytical Thinking;Observation;Research;Diagnostic Acumen,Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0063,Student_63,Biology;Retail Operations;Psychology,Analytical Thinking;Diagnostic Acumen,Pharmacy & Pharmacology;Science & Research;Biotechnology & Genetics;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0064,Student_64,Chemistry;Biology,Research;Analytical Thinking;Empathy,Pharmacy & Pharmacology;Science & Research;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0065,Student_65,Biotechnology;Physics,Facilitation;Diagnostic Acumen,Pharmacy & Pharmacology;Science & Research;Biotechnology & Genetics;Medicine & Healthcare,S11,Other,Medical & Life Sciences Aspirant
STU0066,Student_66,Psychology;Biotechnology,Analytical Thinking;Empathy,Medicine & Healthcare;Science & Research;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0067,Student_67,Physics;Psychology,Analytical Thinking;Observation;Research;Diagnostic Acumen,Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0068,Student_68,Biotechnology;Physics;Chemistry,Diagnostic Acumen;Empathy,Medicine & Healthcare;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0069,Student_69,Chemistry;Biotechnology,Diagnostic Acumen;Empathy;Analytical Thinking,Public Health;Artificial Intelligence & Data,S02,Science,Medical & Life Sciences Aspirant
STU0070,Student_70,Psychology;Chemistry;Biology,Diagnostic Acumen;Research,Medicine & Healthcare;Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0071,Student_71,Biotechnology;Biology;Chemistry;Physics,Research;Observation,Medicine & Healthcare;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0072,Student_72,Chemistry;Psychology;Physics,Research;Empathy;Diagnostic Acumen;Observation,Public Health;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0073,Student_73,Physics;Biology;Chemistry,Diagnostic Acumen;Analytical Thinking;Research;Observation,Pharmacy & Pharmacology;Public Health;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0074,Student_74,Psychology;Biotechnology;Painting,Observation;Research;Empathy;Diagnostic Acumen,Public Health;Pharmacy & Pharmacology;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0075,Student_75,Physics;Biology;Biotechnology,Diagnostic Acumen;Observation,Medicine & Healthcare;Biotechnology & Genetics;Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0076,Student_76,Physics;Psychology;Biotechnology;Biology,Analytical Thinking;Observation;Research,Pharmacy & Pharmacology;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0077,Student_77,Chemistry;Physics;Psychology,Observation;Analytical Thinking;Diagnostic Acumen;Empathy,Science & Research;Public Health;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0078,Student_78,Chemistry;Physics,Research;Analytical Thinking;Observation,Pharmacy & Pharmacology;Public Health;Medicine & Healthcare;Mental Health & Wellbeing,S02,Science,Medical & Life Sciences Aspirant
STU0079,Student_79,Chemistry;Biology;Biotechnology;Psychology,Empathy;Research;Analytical Thinking,Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0080,Student_80,Biology;Biochemistry,Empathy;Diagnostic Acumen;Research,Science & Research;Public Health;Pharmacy & Pharmacology;Biotechnology & Genetics;Finance & Accounting,S02,Science,Medical & Life Sciences Aspirant
STU0081,Student_81,Biotechnology;Biology;Psychology,Diagnostic Acumen;Analytical Thinking,Pharmacy & Pharmacology;Biotechnology & Genetics;Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0082,Student_82,Biology;Physics,Empathy;Diagnostic Acumen;Research;Analytical Thinking,Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0083,Student_83,Mobile Application Development;Psychology,Observation;Analytical Thinking,Biotechnology & Genetics;Public Health;Photography & Videography,S02,Science,Medical & Life Sciences Aspirant
STU0084,Student_84,Physics;Chemistry,Analytical Thinking;Empathy;Research,Public Health;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0085,Student_85,Biotechnology;Physics;Chemistry;Biology,Diagnostic Acumen;Observation,Public Health;Medicine & Healthcare;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0086,Student_86,Chemistry;Biology;Physics;Psychology,Observation;Diagnostic Acumen,Pharmacy & Pharmacology;Medicine & Healthcare;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0087,Student_87,Biology;Biotechnology,Research;Diagnostic Acumen;Empathy,Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0088,Student_88,Biology;Chemistry,Analytical Thinking;Diagnostic Acumen;Observation,Science & Research;Biotechnology & Genetics;Public Health;Pharmacy & Pharmacology;Fashion & Apparel,S02,Science,Medical & Life Sciences Aspirant
STU0089,Student_89,Biotechnology;Chemistry;Physics;Biotechnology,Empathy;Research;Diagnostic Acumen,Biotechnology & Genetics;Medicine & Healthcare;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0090,Student_90,Physics;Psychology,Diagnostic Acumen;Observation;Empathy,Pharmacy & Pharmacology;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0091,Student_91,Psychology;Biotechnology;Biology;Physics,Empathy;Observation;Research;Diagnostic Acumen,Public Health;Science & Research;Medicine & Healthcare,S08,Other,Medical & Life Sciences Aspirant
STU0092,Student_92,Biology;Physics;Psychology,Observation;Empathy;Research;Rhetoric,Biotechnology & Genetics;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0093,Student_93,Physics;Biotechnology;Chemistry,Diagnostic Acumen;Observation;Empathy,Science & Research;Pharmacy & Pharmacology;Law,S02,Science,Medical & Life Sciences Aspirant
STU0094,Student_94,Chemistry;Physics;Psychology;Biology,Diagnostic Acumen;Observation;Research,Biotechnology & Genetics;Public Health;Pharmacy & Pharmacology;Science & Research,S02,Science,Medical & Life Sciences Aspirant
STU0095,Student_95,Physics;Biology;Psychology;Biotechnology,Observation;Empathy,Public Health;Pharmacy & Pharmacology;Science & Research;Photography & Videography,S02,Science,Medical & Life Sciences Aspirant
STU0096,Student_96,Psychology;Physics;Biotechnology,Analytical Thinking;Empathy;Research;Diagnostic Acumen,Public Health;Medicine & Healthcare;Science & Research;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0097,Student_97,Biology;Biotechnology,Diagnostic Acumen;Empathy;Observation,Public Health;Medicine & Healthcare;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0098,Student_98,Psychology;Chemistry;Astronomy,Diagnostic Acumen;Observation,Medicine & Healthcare;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0099,Student_99,Biology;Chemistry;Biotechnology;Psychology,Observation;Analytical Thinking,Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0100,Student_100,Biology;Physics;Psychology;Biotechnology,Analytical Thinking;Observation;Diagnostic Acumen;Empathy,Science & Research;Space & Astronomy;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0101,Student_101,Computer Science;Physiotherapy Basics,Logical Thinking;Statistical Reasoning;Troubleshooting & Debugging,Technology;Renewable Energy;Science & Research;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0102,Student_102,Chemistry;Physics;Mathematics,Logical Thinking;Research;Data Interpretation,Science & Research;Biotechnology & Genetics;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0103,Student_103,Mathematics;Physics;Chemistry,Logical Thinking;Statistical Reasoning;Problem Solving;Research,Biotechnology & Genetics;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0104,Student_104,Biology;Physics,Statistical Reasoning;Problem Solving;Research,Artificial Intelligence & Data;Game Design & Interactive Media;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0105,Student_105,Biology;Chemistry;Computer Science,Statistical Reasoning;Problem Solving;Data Interpretation;Logical Thinking,Artificial Intelligence & Data;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0106,Student_106,Physics;Mathematics;Chemistry,Logical Thinking;Problem Solving;Data Interpretation,Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0107,Student_107,Physics;Biology,Problem Solving;Data Interpretation;Research,Science & Research;Renewable Energy;Biotechnology & Genetics;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0108,Student_108,Chemistry;Biology;Physics;Computer Science,Data Interpretation;Statistical Reasoning;Logical Thinking;Problem Solving,Renewable Energy;Artificial Intelligence & Data;Technology;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0109,Student_109,Computer Science;Mathematics;Biology,Logical Thinking;Statistical Reasoning;Research,Renewable Energy;Science & Research;Technology;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0110,Student_110,Biology;Chemistry,Data Interpretation;Statistical Reasoning;Research,Biotechnology & Genetics;Science & Research;Renewable Energy;Marine & Oceanography,S07,Humanities,Interdisciplinary STEM Aspirant
STU0111,Student_111,Chemistry;Mathematics;Physics;Computer Science,Problem Solving;Logical Thinking;Statistical Reasoning;Data Interpretation,Technology;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0112,Student_112,Chemistry;Biology;Physics;Mathematics,Research;Data Interpretation;Statistical Reasoning,Technology;Human Rights & Advocacy,S03,Science,Interdisciplinary STEM Aspirant
STU0113,Student_113,Physics;Biology;Chemistry;Mathematics,Data Interpretation;Research;Problem Solving,Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0114,Student_114,Biology;Physics,Data Interpretation;Research;Problem Solving;Logical Thinking,Renewable Energy;Artificial Intelligence & Data;Biotechnology & Genetics;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0115,Student_115,Computer Science;Biology,Research;Problem Solving,Biotechnology & Genetics;Artificial Intelligence & Data;Renewable Energy;Mathematics & Statistics,S03,Science,Interdisciplinary STEM Aspirant
STU0116,Student_116,Physics;Mathematics;Biology,Statistical Reasoning;Problem Solving,Artificial Intelligence & Data;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0117,Student_117,Physics;Biology;Computer Science,Statistical Reasoning;Logical Thinking;Data Interpretation,Technology;Science & Research;Economics,S03,Science,Interdisciplinary STEM Aspirant
STU0118,Student_118,Chemistry;Physics;Biology,Logical Thinking;Statistical Reasoning;Research,Technology;Artificial Intelligence & Data;Science & Research;Finance & Accounting,S03,Science,Interdisciplinary STEM Aspirant
STU0119,Student_119,Chemistry;Physics;Computer Science;Biology,Data Interpretation;Research;Problem Solving;Logical Thinking,Biotechnology & Genetics;Science & Research;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0120,Student_120,Physics;Biology;Mathematics;Chemistry,Research;Data Interpretation,Science & Research;Technology;Artificial Intelligence & Data;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0121,Student_121,Mathematics;Biology,Problem Solving;Data Interpretation;Statistical Reasoning,Artificial Intelligence & Data;Technology;Renewable Energy;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0122,Student_122,Biology;Chemistry;Mathematics;Physics,Statistical Reasoning;Data Interpretation;Research;Problem Solving,Science & Research;Artificial Intelligence & Data;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0123,Student_123,Chemistry;Mathematics;Computer Science;Biology,Research;Logical Thinking;Data Interpretation,Renewable Energy;Technology;Science & Research;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0124,Student_124,Computer Science;Physics;Mathematics;Chemistry,Logical Thinking;Data Interpretation,Technology;Science & Research;Renewable Energy;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0125,Student_125,Computer Science;Mathematics;Chemistry;Physics,Research;Logical Thinking;Problem Solving;Data Interpretation,Archaeology & Anthropology;Science & Research;Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0126,Student_126,Biology;Mathematics,Research;Problem Solving,Technology;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0127,Student_127,Mathematics;Physics,Data Interpretation;Logical Thinking,Artificial Intelligence & Data;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0128,Student_128,Chemistry;Physics,Logical Thinking;Research;Problem Solving,Biotechnology & Genetics;Artificial Intelligence & Data;Science & Research;Technology,S01,Science,Interdisciplinary STEM Aspirant
STU0129,Student_129,Mathematics;Chemistry;Computer Science,Data Interpretation;Statistical Reasoning,Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0130,Student_130,Mathematics;Chemistry;Biology;Physics,Data Interpretation;Statistical Reasoning;Problem Solving;Logical Thinking,Biotechnology & Genetics;Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0131,Student_131,Biology;Mathematics,Research;Statistical Reasoning,Renewable Energy;Artificial Intelligence & Data;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0132,Student_132,Chemistry;Computer Science;Physics,Data Interpretation;Research;Logical Thinking;Statistical Reasoning,Biotechnology & Genetics;Technology;Business & Entrepreneurship,S03,Science,Interdisciplinary STEM Aspirant
STU0133,Student_133,Chemistry;Mathematics;Biology;Computer Science,Statistical Reasoning;Logical Thinking;Problem Solving,Science & Research;Renewable Energy;Technology;Biotechnology & Genetics,S03,Science,Interdisciplinary STEM Aspirant
STU0134,Student_134,Chemistry;Economics;Biology,Data Interpretation;Research;Logical Thinking,Biotechnology & Genetics;Science & Research;Renewable Energy,S03,Science,Interdisciplinary STEM Aspirant
STU0135,Student_135,Chemistry;Biology;Physics,Statistical Reasoning;Problem Solving;Logical Thinking,Technology;Biotechnology & Genetics;Artificial Intelligence & Data;Media & Communication,S03,Science,Interdisciplinary STEM Aspirant
STU0136,Student_136,Taxation Principles;Chemistry;Mathematics,Logical Thinking;Research;Data Interpretation,Science & Research;Biotechnology & Genetics;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0137,Student_137,Physics;Mathematics,Problem Solving;Statistical Reasoning;Data Interpretation,Technology;Renewable Energy,S07,Humanities,Interdisciplinary STEM Aspirant
STU0138,Student_138,Computer Science;Biology;Chemistry,Statistical Reasoning;Logical Thinking,Science & Research;Renewable Energy;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0139,Student_139,Mathematics;Biology;Chemistry,Statistical Reasoning;Problem Solving;Research,Renewable Energy;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0140,Student_140,Chemistry;Mathematics;Physics;Biology,Statistical Reasoning;Logical Thinking;Research,Renewable Energy;Artificial Intelligence & Data;Science & Research,S03,Science,Interdisciplinary STEM Aspirant
STU0141,Student_141,Chemistry;Computer Science;Mathematics;Biology,Data Interpretation;Logical Thinking;Problem Solving;Statistical Reasoning,Biotechnology & Genetics;Technology;Science & Research;Artificial Intelligence & Data,S03,Science,Interdisciplinary STEM Aspirant
STU0142,Student_142,Mathematics;Biology;Chemistry,Problem Solving;Logical Thinking,Science & Research;Technology,S03,Science,Interdisciplinary STEM Aspirant
STU0143,Student_143,Biology;Mathematics,Problem Solving;Database Management,Technology;Biotechnology & Genetics;Artificial Intelligence & Data,S07,Humanities,Interdisciplinary STEM Aspirant
